dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1774-04-01,5.838,6.054,Aberdeen,United Kingdom,57.05N,1.48W
1774-05-01,9.067,2.377,Aberdeen,United Kingdom,57.05N,1.48W
1774-06-01,10.934,8.229,Aberdeen,United Kingdom,57.05N,1.48W
1774-07-01,12.603,7.457,Aberdeen,United Kingdom,57.05N,1.48W
1774-08-01,13.039,3.69,Aberdeen,United Kingdom,57.05N,1.48W
1774-09-01,10.939,3.913,Aberdeen,United Kingdom,57.05N,1.48W
1774-10-01,9.746,5.05,Aberdeen,United Kingdom,57.05N,1.48W
1774-11-01,4.666,9.061,Aberdeen,United Kingdom,57.05N,1.48W
1774-12-01,4.52,5.942,Aberdeen,United Kingdom,57.05N,1.48W
1775-01-01,4.9,5.532,Aberdeen,United Kingdom,57.05N,1.48W
1775-02-01,5.824,5.364,Aberdeen,United Kingdom,57.05N,1.48W
1775-03-01,5.047,2.596,Aberdeen,United Kingdom,57.05N,1.48W
1775-04-01,6.957,1.973,Aberdeen,United Kingdom,57.05N,1.48W
1775-05-01,9.422,4.261,Aberdeen,United Kingdom,57.05N,1.48W
1775-06-01,11.717,5.94,Aberdeen,United Kingdom,57.05N,1.48W
1775-07-01,13.96,1.64,Aberdeen,United Kingdom,57.05N,1.48W
1775-08-01,13.696,2.01,Aberdeen,United Kingdom,57.05N,1.48W
1775-09-01,12.59,3.76,Aberdeen,United Kingdom,57.05N,1.48W
1775-10-01,9.104,3.5,Aberdeen,United Kingdom,57.05N,1.48W
1775-11-01,5.533,5.845,Aberdeen,United Kingdom,57.05N,1.48W
1775-12-01,6.146,1.856,Aberdeen,United Kingdom,57.05N,1.48W
1776-01-01,-0.831,7.078,Aberdeen,United Kingdom,57.05N,1.48W
1776-02-01,4.047,4.604,Aberdeen,United Kingdom,57.05N,1.48W
1776-03-01,5.321,3.455,Aberdeen,United Kingdom,57.05N,1.48W
1776-04-01,6.616,1.176,Aberdeen,United Kingdom,57.05N,1.48W
1776-05-01,7.376,4.635,Aberdeen,United Kingdom,57.05N,1.48W
1776-06-01,11.019,3.86,Aberdeen,United Kingdom,57.05N,1.48W
1776-07-01,13.963,3.378,Aberdeen,United Kingdom,57.05N,1.48W
1776-08-01,13.165,5.312,Aberdeen,United Kingdom,57.05N,1.48W
1776-09-01,11,3.364,Aberdeen,United Kingdom,57.05N,1.48W
1776-10-01,9.696,3.419,Aberdeen,United Kingdom,57.05N,1.48W
1776-11-01,7.192,7.028,Aberdeen,United Kingdom,57.05N,1.48W
1776-12-01,5.726,3.773,Aberdeen,United Kingdom,57.05N,1.48W
1777-01-01,3.436,5.646,Aberdeen,United Kingdom,57.05N,1.48W
1777-02-01,2.509,5.534,Aberdeen,United Kingdom,57.05N,1.48W
1777-03-01,4.335,2.298,Aberdeen,United Kingdom,57.05N,1.48W
1777-04-01,4.654,1.935,Aberdeen,United Kingdom,57.05N,1.48W
1777-05-01,8.863,3.751,Aberdeen,United Kingdom,57.05N,1.48W
1777-06-01,10.032,3.149,Aberdeen,United Kingdom,57.05N,1.48W
1777-07-01,12.299,1.961,Aberdeen,United Kingdom,57.05N,1.48W
1777-08-01,13.842,2.245,Aberdeen,United Kingdom,57.05N,1.48W
1777-09-01,12.401,5.527,Aberdeen,United Kingdom,57.05N,1.48W
1777-10-01,9.558,5.706,Aberdeen,United Kingdom,57.05N,1.48W
1777-11-01,8.09,2.283,Aberdeen,United Kingdom,57.05N,1.48W
1777-12-01,5.456,2.158,Aberdeen,United Kingdom,57.05N,1.48W
1778-01-01,3.916,3.116,Aberdeen,United Kingdom,57.05N,1.48W
1778-02-01,4.362,4.921,Aberdeen,United Kingdom,57.05N,1.48W
1778-03-01,4.154,4.346,Aberdeen,United Kingdom,57.05N,1.48W
1778-04-01,6.088,2.618,Aberdeen,United Kingdom,57.05N,1.48W
1778-05-01,9.66,3.238,Aberdeen,United Kingdom,57.05N,1.48W
1778-06-01,12.423,6.664,Aberdeen,United Kingdom,57.05N,1.48W
1778-07-01,14.69,1.55,Aberdeen,United Kingdom,57.05N,1.48W
1778-08-01,13.878,4.156,Aberdeen,United Kingdom,57.05N,1.48W
1778-09-01,10.583,1.937,Aberdeen,United Kingdom,57.05N,1.48W
1778-10-01,6.469,7.378,Aberdeen,United Kingdom,57.05N,1.48W
1778-11-01,7.212,4.713,Aberdeen,United Kingdom,57.05N,1.48W
1778-12-01,8.093,3.965,Aberdeen,United Kingdom,57.05N,1.48W
1779-01-01,4.566,3.826,Aberdeen,United Kingdom,57.05N,1.48W
1779-02-01,8.836,9.279,Aberdeen,United Kingdom,57.05N,1.48W
1779-03-01,7.86,4.793,Aberdeen,United Kingdom,57.05N,1.48W
1779-04-01,7.586,3.911,Aberdeen,United Kingdom,57.05N,1.48W
1779-05-01,9.068,2.396,Aberdeen,United Kingdom,57.05N,1.48W
1779-06-01,11.633,4.261,Aberdeen,United Kingdom,57.05N,1.48W
1779-07-01,15.349,2.879,Aberdeen,United Kingdom,57.05N,1.48W
1779-08-01,16.328,4.539,Aberdeen,United Kingdom,57.05N,1.48W
1779-09-01,13.325,2.212,Aberdeen,United Kingdom,57.05N,1.48W
1779-10-01,10.612,4.333,Aberdeen,United Kingdom,57.05N,1.48W
1779-11-01,7.009,3.331,Aberdeen,United Kingdom,57.05N,1.48W
1779-12-01,3.58,11.181,Aberdeen,United Kingdom,57.05N,1.48W
1780-01-01,0.896,2.826,Aberdeen,United Kingdom,57.05N,1.48W
1780-02-01,3.134,2.498,Aberdeen,United Kingdom,57.05N,1.48W
1780-03-01,7.012,1.624,Aberdeen,United Kingdom,57.05N,1.48W
1780-04-01,6.666,4.588,Aberdeen,United Kingdom,57.05N,1.48W
1780-05-01,9.865,1.91,Aberdeen,United Kingdom,57.05N,1.48W
1780-06-01,11.07,5.566,Aberdeen,United Kingdom,57.05N,1.48W
1780-07-01,13.773,2.079,Aberdeen,United Kingdom,57.05N,1.48W
1780-08-01,15.716,4.56,Aberdeen,United Kingdom,57.05N,1.48W
1780-09-01,12.426,4.58,Aberdeen,United Kingdom,57.05N,1.48W
1780-10-01,9.085,3.656,Aberdeen,United Kingdom,57.05N,1.48W
1780-11-01,5.589,2.851,Aberdeen,United Kingdom,57.05N,1.48W
1780-12-01,5.414,3.357,Aberdeen,United Kingdom,57.05N,1.48W
1781-01-01,4.192,7.645,Aberdeen,United Kingdom,57.05N,1.48W
1781-02-01,5.44,10.651,Aberdeen,United Kingdom,57.05N,1.48W
1781-03-01,6.931,0.997,Aberdeen,United Kingdom,57.05N,1.48W
1781-04-01,7.361,2.341,Aberdeen,United Kingdom,57.05N,1.48W
1781-05-01,9.126,3.846,Aberdeen,United Kingdom,57.05N,1.48W
1781-06-01,13.637,1.632,Aberdeen,United Kingdom,57.05N,1.48W
1781-07-01,14.064,3.412,Aberdeen,United Kingdom,57.05N,1.48W
1781-08-01,14.194,1.071,Aberdeen,United Kingdom,57.05N,1.48W
1781-09-01,12.045,5.907,Aberdeen,United Kingdom,57.05N,1.48W
1781-10-01,9.68,0.889,Aberdeen,United Kingdom,57.05N,1.48W
1781-11-01,7.937,2.646,Aberdeen,United Kingdom,57.05N,1.48W
1781-12-01,6.312,6.489,Aberdeen,United Kingdom,57.05N,1.48W
1782-01-01,5.151,4.117,Aberdeen,United Kingdom,57.05N,1.48W
1782-02-01,2.471,10.274,Aberdeen,United Kingdom,57.05N,1.48W
1782-03-01,2.506,2.248,Aberdeen,United Kingdom,57.05N,1.48W
1782-04-01,3.234,5.943,Aberdeen,United Kingdom,57.05N,1.48W
1782-05-01,5.522,4.471,Aberdeen,United Kingdom,57.05N,1.48W
1782-06-01,11.095,3.497,Aberdeen,United Kingdom,57.05N,1.48W
1782-07-01,12.835,4.587,Aberdeen,United Kingdom,57.05N,1.48W
1782-08-01,12.468,2.916,Aberdeen,United Kingdom,57.05N,1.48W
1782-09-01,11.09,4.253,Aberdeen,United Kingdom,57.05N,1.48W
1782-10-01,6.872,4.497,Aberdeen,United Kingdom,57.05N,1.48W
1782-11-01,4.053,9.515,Aberdeen,United Kingdom,57.05N,1.48W
1782-12-01,4.868,6.654,Aberdeen,United Kingdom,57.05N,1.48W
1783-01-01,4.073,9.39,Aberdeen,United Kingdom,57.05N,1.48W
1783-02-01,4.385,4.733,Aberdeen,United Kingdom,57.05N,1.48W
1783-03-01,2.562,2.817,Aberdeen,United Kingdom,57.05N,1.48W
1783-04-01,7.89,1.688,Aberdeen,United Kingdom,57.05N,1.48W
1783-05-01,7.76,4.809,Aberdeen,United Kingdom,57.05N,1.48W
1783-06-01,10.832,2.412,Aberdeen,United Kingdom,57.05N,1.48W
1783-07-01,15.548,2.528,Aberdeen,United Kingdom,57.05N,1.48W
1783-08-01,13.168,2.87,Aberdeen,United Kingdom,57.05N,1.48W
1783-09-01,11.799,4.58,Aberdeen,United Kingdom,57.05N,1.48W
1783-10-01,9.167,4.399,Aberdeen,United Kingdom,57.05N,1.48W
1783-11-01,7.561,2.652,Aberdeen,United Kingdom,57.05N,1.48W
1783-12-01,4.914,4.765,Aberdeen,United Kingdom,57.05N,1.48W
1784-01-01,1.439,11.456,Aberdeen,United Kingdom,57.05N,1.48W
1784-02-01,2.306,9.091,Aberdeen,United Kingdom,57.05N,1.48W
1784-03-01,0.977,5.702,Aberdeen,United Kingdom,57.05N,1.48W
1784-04-01,3.608,8.765,Aberdeen,United Kingdom,57.05N,1.48W
1784-05-01,9.484,2.416,Aberdeen,United Kingdom,57.05N,1.48W
1784-06-01,10.337,2.723,Aberdeen,United Kingdom,57.05N,1.48W
1784-07-01,12.747,5.906,Aberdeen,United Kingdom,57.05N,1.48W
1784-08-01,12.215,7.836,Aberdeen,United Kingdom,57.05N,1.48W
1784-09-01,12.269,5.848,Aberdeen,United Kingdom,57.05N,1.48W
1784-10-01,8.207,5.926,Aberdeen,United Kingdom,57.05N,1.48W
1784-11-01,6.583,3.106,Aberdeen,United Kingdom,57.05N,1.48W
1784-12-01,3.106,3.821,Aberdeen,United Kingdom,57.05N,1.48W
1785-01-01,4.421,5.16,Aberdeen,United Kingdom,57.05N,1.48W
1785-02-01,1.023,6.867,Aberdeen,United Kingdom,57.05N,1.48W
1785-03-01,0.856,4.176,Aberdeen,United Kingdom,57.05N,1.48W
1785-04-01,6.806,5.903,Aberdeen,United Kingdom,57.05N,1.48W
1785-05-01,8.041,5.655,Aberdeen,United Kingdom,57.05N,1.48W
1785-06-01,13.173,5.682,Aberdeen,United Kingdom,57.05N,1.48W
1785-07-01,13.135,4.729,Aberdeen,United Kingdom,57.05N,1.48W
1785-08-01,11.618,3.774,Aberdeen,United Kingdom,57.05N,1.48W
1785-09-01,12.002,2.544,Aberdeen,United Kingdom,57.05N,1.48W
1785-10-01,8.329,3.641,Aberdeen,United Kingdom,57.05N,1.48W
1785-11-01,7.867,5.526,Aberdeen,United Kingdom,57.05N,1.48W
1785-12-01,4.33,2.509,Aberdeen,United Kingdom,57.05N,1.48W
1786-01-01,3.66,2.847,Aberdeen,United Kingdom,57.05N,1.48W
1786-02-01,3.612,2.702,Aberdeen,United Kingdom,57.05N,1.48W
1786-03-01,1.329,7.171,Aberdeen,United Kingdom,57.05N,1.48W
1786-04-01,5.852,4.867,Aberdeen,United Kingdom,57.05N,1.48W
1786-05-01,7.861,4.783,Aberdeen,United Kingdom,57.05N,1.48W
1786-06-01,12.117,2.279,Aberdeen,United Kingdom,57.05N,1.48W
1786-07-01,11.688,5.324,Aberdeen,United Kingdom,57.05N,1.48W
1786-08-01,13.545,8.045,Aberdeen,United Kingdom,57.05N,1.48W
1786-09-01,10.436,6.831,Aberdeen,United Kingdom,57.05N,1.48W
1786-10-01,7.577,2.151,Aberdeen,United Kingdom,57.05N,1.48W
1786-11-01,4.95,7.553,Aberdeen,United Kingdom,57.05N,1.48W
1786-12-01,4.78,3.687,Aberdeen,United Kingdom,57.05N,1.48W
1787-01-01,5.943,5.524,Aberdeen,United Kingdom,57.05N,1.48W
1787-02-01,7.049,5.124,Aberdeen,United Kingdom,57.05N,1.48W
1787-03-01,6.634,4.693,Aberdeen,United Kingdom,57.05N,1.48W
1787-04-01,4.955,3.412,Aberdeen,United Kingdom,57.05N,1.48W
1787-05-01,7.984,5.887,Aberdeen,United Kingdom,57.05N,1.48W
1787-06-01,10.511,4.945,Aberdeen,United Kingdom,57.05N,1.48W
1787-07-01,12.755,8.029,Aberdeen,United Kingdom,57.05N,1.48W
1787-08-01,13.484,6.54,Aberdeen,United Kingdom,57.05N,1.48W
1787-09-01,12.054,4.243,Aberdeen,United Kingdom,57.05N,1.48W
1787-10-01,9.762,8.946,Aberdeen,United Kingdom,57.05N,1.48W
1787-11-01,5.635,1.091,Aberdeen,United Kingdom,57.05N,1.48W
1787-12-01,4.686,4.518,Aberdeen,United Kingdom,57.05N,1.48W
1788-01-01,5.525,2.012,Aberdeen,United Kingdom,57.05N,1.48W
1788-02-01,3.395,7.684,Aberdeen,United Kingdom,57.05N,1.48W
1788-03-01,2.506,4.296,Aberdeen,United Kingdom,57.05N,1.48W
1788-04-01,8.067,4.578,Aberdeen,United Kingdom,57.05N,1.48W
1788-05-01,9.2,2.83,Aberdeen,United Kingdom,57.05N,1.48W
1788-06-01,11.88,2.881,Aberdeen,United Kingdom,57.05N,1.48W
1788-07-01,14.274,4.951,Aberdeen,United Kingdom,57.05N,1.48W
1788-08-01,13.819,2.466,Aberdeen,United Kingdom,57.05N,1.48W
1788-09-01,12.795,2.099,Aberdeen,United Kingdom,57.05N,1.48W
1788-10-01,9.082,3.448,Aberdeen,United Kingdom,57.05N,1.48W
1788-11-01,7.763,2.183,Aberdeen,United Kingdom,57.05N,1.48W
1788-12-01,1.281,3.964,Aberdeen,United Kingdom,57.05N,1.48W
1789-01-01,2.788,7.475,Aberdeen,United Kingdom,57.05N,1.48W
1789-02-01,5.398,5.195,Aberdeen,United Kingdom,57.05N,1.48W
1789-03-01,0.643,4.244,Aberdeen,United Kingdom,57.05N,1.48W
1789-04-01,5.458,2.769,Aberdeen,United Kingdom,57.05N,1.48W
1789-05-01,9.446,4.607,Aberdeen,United Kingdom,57.05N,1.48W
1789-06-01,11.794,2.36,Aberdeen,United Kingdom,57.05N,1.48W
1789-07-01,14.046,3.855,Aberdeen,United Kingdom,57.05N,1.48W
1789-08-01,15.22,2.132,Aberdeen,United Kingdom,57.05N,1.48W
1789-09-01,12.592,1.61,Aberdeen,United Kingdom,57.05N,1.48W
1789-10-01,9.662,4.198,Aberdeen,United Kingdom,57.05N,1.48W
1789-11-01,7.118,1.377,Aberdeen,United Kingdom,57.05N,1.48W
1789-12-01,8.634,2.267,Aberdeen,United Kingdom,57.05N,1.48W
1790-01-01,6.281,5.149,Aberdeen,United Kingdom,57.05N,1.48W
1790-02-01,7.956,5.492,Aberdeen,United Kingdom,57.05N,1.48W
1790-03-01,6.846,3.102,Aberdeen,United Kingdom,57.05N,1.48W
1790-04-01,4.363,3.334,Aberdeen,United Kingdom,57.05N,1.48W
1790-05-01,9.595,2.982,Aberdeen,United Kingdom,57.05N,1.48W
1790-06-01,11.178,3.274,Aberdeen,United Kingdom,57.05N,1.48W
1790-07-01,12.104,2.414,Aberdeen,United Kingdom,57.05N,1.48W
1790-08-01,13.107,2.217,Aberdeen,United Kingdom,57.05N,1.48W
1790-09-01,10.701,2.382,Aberdeen,United Kingdom,57.05N,1.48W
1790-10-01,9.544,4.048,Aberdeen,United Kingdom,57.05N,1.48W
1790-11-01,6.32,1.874,Aberdeen,United Kingdom,57.05N,1.48W
1790-12-01,5.65,10.027,Aberdeen,United Kingdom,57.05N,1.48W
1791-01-01,6.288,8.214,Aberdeen,United Kingdom,57.05N,1.48W
1791-02-01,5.308,2.417,Aberdeen,United Kingdom,57.05N,1.48W
1791-03-01,6.711,4.224,Aberdeen,United Kingdom,57.05N,1.48W
1791-04-01,6.895,2.786,Aberdeen,United Kingdom,57.05N,1.48W
1791-05-01,8.598,2.375,Aberdeen,United Kingdom,57.05N,1.48W
1791-06-01,10.643,3.46,Aberdeen,United Kingdom,57.05N,1.48W
1791-07-01,13.559,2.488,Aberdeen,United Kingdom,57.05N,1.48W
1791-08-01,13.737,1.267,Aberdeen,United Kingdom,57.05N,1.48W
1791-09-01,12.05,3.015,Aberdeen,United Kingdom,57.05N,1.48W
1791-10-01,8.916,2.238,Aberdeen,United Kingdom,57.05N,1.48W
1791-11-01,6.822,3.059,Aberdeen,United Kingdom,57.05N,1.48W
1791-12-01,3.352,3.165,Aberdeen,United Kingdom,57.05N,1.48W
1792-01-01,3.392,6.321,Aberdeen,United Kingdom,57.05N,1.48W
1792-02-01,4.923,4.891,Aberdeen,United Kingdom,57.05N,1.48W
1792-03-01,4.937,2.877,Aberdeen,United Kingdom,57.05N,1.48W
1792-04-01,8.273,2.697,Aberdeen,United Kingdom,57.05N,1.48W
1792-05-01,7.645,1.787,Aberdeen,United Kingdom,57.05N,1.48W
1792-06-01,10.492,1.146,Aberdeen,United Kingdom,57.05N,1.48W
1792-07-01,13.6,2.885,Aberdeen,United Kingdom,57.05N,1.48W
1792-08-01,14.229,1.975,Aberdeen,United Kingdom,57.05N,1.48W
1792-09-01,10.839,4.046,Aberdeen,United Kingdom,57.05N,1.48W
1792-10-01,8.614,2.88,Aberdeen,United Kingdom,57.05N,1.48W
1792-11-01,9.166,3.934,Aberdeen,United Kingdom,57.05N,1.48W
1792-12-01,5.914,3.404,Aberdeen,United Kingdom,57.05N,1.48W
1793-01-01,4.906,5.329,Aberdeen,United Kingdom,57.05N,1.48W
1793-02-01,5.242,5.925,Aberdeen,United Kingdom,57.05N,1.48W
1793-03-01,3.687,4.316,Aberdeen,United Kingdom,57.05N,1.48W
1793-04-01,4.845,2.832,Aberdeen,United Kingdom,57.05N,1.48W
1793-05-01,8.127,1.756,Aberdeen,United Kingdom,57.05N,1.48W
1793-06-01,10.486,4.486,Aberdeen,United Kingdom,57.05N,1.48W
1793-07-01,13.79,7.249,Aberdeen,United Kingdom,57.05N,1.48W
1793-08-01,13.059,6.556,Aberdeen,United Kingdom,57.05N,1.48W
1793-09-01,11.437,3.165,Aberdeen,United Kingdom,57.05N,1.48W
1793-10-01,11.281,4.866,Aberdeen,United Kingdom,57.05N,1.48W
1793-11-01,7.242,6.485,Aberdeen,United Kingdom,57.05N,1.48W
1793-12-01,6.768,4.063,Aberdeen,United Kingdom,57.05N,1.48W
1794-01-01,4.535,6.105,Aberdeen,United Kingdom,57.05N,1.48W
1794-02-01,6.42,9.145,Aberdeen,United Kingdom,57.05N,1.48W
1794-03-01,7.231,2.719,Aberdeen,United Kingdom,57.05N,1.48W
1794-04-01,8.282,2.33,Aberdeen,United Kingdom,57.05N,1.48W
1794-05-01,8.156,3.916,Aberdeen,United Kingdom,57.05N,1.48W
1794-06-01,12.286,6.078,Aberdeen,United Kingdom,57.05N,1.48W
1794-07-01,14.796,7.971,Aberdeen,United Kingdom,57.05N,1.48W
1794-08-01,13.087,3.454,Aberdeen,United Kingdom,57.05N,1.48W
1794-09-01,11.501,3.469,Aberdeen,United Kingdom,57.05N,1.48W
1794-10-01,9.361,3.505,Aberdeen,United Kingdom,57.05N,1.48W
1794-11-01,7.083,4.01,Aberdeen,United Kingdom,57.05N,1.48W
1794-12-01,6.008,3.272,Aberdeen,United Kingdom,57.05N,1.48W
1795-01-01,1.126,6.973,Aberdeen,United Kingdom,57.05N,1.48W
1795-02-01,1.104,9.438,Aberdeen,United Kingdom,57.05N,1.48W
1795-03-01,2.86,3.866,Aberdeen,United Kingdom,57.05N,1.48W
1795-04-01,6.885,2.072,Aberdeen,United Kingdom,57.05N,1.48W
1795-05-01,7.202,5.342,Aberdeen,United Kingdom,57.05N,1.48W
1795-06-01,10.013,3.088,Aberdeen,United Kingdom,57.05N,1.48W
1795-07-01,12.586,4.275,Aberdeen,United Kingdom,57.05N,1.48W
1795-08-01,14.368,3.072,Aberdeen,United Kingdom,57.05N,1.48W
1795-09-01,13.996,5.38,Aberdeen,United Kingdom,57.05N,1.48W
1795-10-01,11.439,5.337,Aberdeen,United Kingdom,57.05N,1.48W
1795-11-01,5.992,3.409,Aberdeen,United Kingdom,57.05N,1.48W
1795-12-01,7.803,4.042,Aberdeen,United Kingdom,57.05N,1.48W
1796-01-01,8.435,4.01,Aberdeen,United Kingdom,57.05N,1.48W
1796-02-01,5.776,2.267,Aberdeen,United Kingdom,57.05N,1.48W
1796-03-01,3.812,3.536,Aberdeen,United Kingdom,57.05N,1.48W
1796-04-01,8.004,1.752,Aberdeen,United Kingdom,57.05N,1.48W
1796-05-01,7.793,1.366,Aberdeen,United Kingdom,57.05N,1.48W
1796-06-01,10.788,4.796,Aberdeen,United Kingdom,57.05N,1.48W
1796-07-01,13.554,3.772,Aberdeen,United Kingdom,57.05N,1.48W
1796-08-01,14.054,5.293,Aberdeen,United Kingdom,57.05N,1.48W
1796-09-01,12.485,5.435,Aberdeen,United Kingdom,57.05N,1.48W
1796-10-01,8.157,1.678,Aberdeen,United Kingdom,57.05N,1.48W
1796-11-01,5.962,3.845,Aberdeen,United Kingdom,57.05N,1.48W
1796-12-01,2.094,6.154,Aberdeen,United Kingdom,57.05N,1.48W
1797-01-01,5.838,9.269,Aberdeen,United Kingdom,57.05N,1.48W
1797-02-01,7.329,2.754,Aberdeen,United Kingdom,57.05N,1.48W
1797-03-01,4.522,2.334,Aberdeen,United Kingdom,57.05N,1.48W
1797-04-01,5.862,4.38,Aberdeen,United Kingdom,57.05N,1.48W
1797-05-01,8.587,3.152,Aberdeen,United Kingdom,57.05N,1.48W
1797-06-01,9.781,2.936,Aberdeen,United Kingdom,57.05N,1.48W
1797-07-01,13.993,2.787,Aberdeen,United Kingdom,57.05N,1.48W
1797-08-01,13.512,3.396,Aberdeen,United Kingdom,57.05N,1.48W
1797-09-01,11.783,5.215,Aberdeen,United Kingdom,57.05N,1.48W
1797-10-01,8.361,2.947,Aberdeen,United Kingdom,57.05N,1.48W
1797-11-01,6.172,3.686,Aberdeen,United Kingdom,57.05N,1.48W
1797-12-01,5.912,3.954,Aberdeen,United Kingdom,57.05N,1.48W
1798-01-01,4.857,2.041,Aberdeen,United Kingdom,57.05N,1.48W
1798-02-01,4.854,2.667,Aberdeen,United Kingdom,57.05N,1.48W
1798-03-01,4.275,2.311,Aberdeen,United Kingdom,57.05N,1.48W
1798-04-01,8.442,1.542,Aberdeen,United Kingdom,57.05N,1.48W
1798-05-01,10.389,5.479,Aberdeen,United Kingdom,57.05N,1.48W
1798-06-01,13.147,2.736,Aberdeen,United Kingdom,57.05N,1.48W
1798-07-01,14.052,3.453,Aberdeen,United Kingdom,57.05N,1.48W
1798-08-01,14.082,6.752,Aberdeen,United Kingdom,57.05N,1.48W
1798-09-01,12.124,3.881,Aberdeen,United Kingdom,57.05N,1.48W
1798-10-01,9.77,3.216,Aberdeen,United Kingdom,57.05N,1.48W
1798-11-01,6.548,3.733,Aberdeen,United Kingdom,57.05N,1.48W
1798-12-01,3.627,3.262,Aberdeen,United Kingdom,57.05N,1.48W
1799-01-01,3.661,2.693,Aberdeen,United Kingdom,57.05N,1.48W
1799-02-01,1.545,3.661,Aberdeen,United Kingdom,57.05N,1.48W
1799-03-01,2.687,3.456,Aberdeen,United Kingdom,57.05N,1.48W
1799-04-01,3.322,5.467,Aberdeen,United Kingdom,57.05N,1.48W
1799-05-01,6.508,2.555,Aberdeen,United Kingdom,57.05N,1.48W
1799-06-01,10.193,4.461,Aberdeen,United Kingdom,57.05N,1.48W
1799-07-01,12.087,3.435,Aberdeen,United Kingdom,57.05N,1.48W
1799-08-01,11.795,1.557,Aberdeen,United Kingdom,57.05N,1.48W
1799-09-01,11.443,3.52,Aberdeen,United Kingdom,57.05N,1.48W
1799-10-01,7.978,2.484,Aberdeen,United Kingdom,57.05N,1.48W
1799-11-01,7.206,2.666,Aberdeen,United Kingdom,57.05N,1.48W
1799-12-01,3.27,1.671,Aberdeen,United Kingdom,57.05N,1.48W
1800-01-01,2.567,2.39,Aberdeen,United Kingdom,57.05N,1.48W
1800-02-01,2.883,5.492,Aberdeen,United Kingdom,57.05N,1.48W
1800-03-01,2.82,4.803,Aberdeen,United Kingdom,57.05N,1.48W
1800-04-01,7.131,2.291,Aberdeen,United Kingdom,57.05N,1.48W
1800-05-01,8.827,1.475,Aberdeen,United Kingdom,57.05N,1.48W
1800-06-01,9.241,2.351,Aberdeen,United Kingdom,57.05N,1.48W
1800-07-01,13.406,2.602,Aberdeen,United Kingdom,57.05N,1.48W
1800-08-01,13.59,2.808,Aberdeen,United Kingdom,57.05N,1.48W
1800-09-01,12.177,2.925,Aberdeen,United Kingdom,57.05N,1.48W
1800-10-01,9.365,2.983,Aberdeen,United Kingdom,57.05N,1.48W
1800-11-01,7.066,3.257,Aberdeen,United Kingdom,57.05N,1.48W
1800-12-01,4.783,2.766,Aberdeen,United Kingdom,57.05N,1.48W
1801-01-01,4.928,2.069,Aberdeen,United Kingdom,57.05N,1.48W
1801-02-01,4.271,1.683,Aberdeen,United Kingdom,57.05N,1.48W
1801-03-01,5.413,1.521,Aberdeen,United Kingdom,57.05N,1.48W
1801-04-01,6.798,1.88,Aberdeen,United Kingdom,57.05N,1.48W
1801-05-01,9.571,2.629,Aberdeen,United Kingdom,57.05N,1.48W
1801-06-01,10.76,2.287,Aberdeen,United Kingdom,57.05N,1.48W
1801-07-01,12.261,4.181,Aberdeen,United Kingdom,57.05N,1.48W
1801-08-01,14.103,2.742,Aberdeen,United Kingdom,57.05N,1.48W
1801-09-01,12.988,1.861,Aberdeen,United Kingdom,57.05N,1.48W
1801-10-01,10.359,2.292,Aberdeen,United Kingdom,57.05N,1.48W
1801-11-01,6.239,1.693,Aberdeen,United Kingdom,57.05N,1.48W
1801-12-01,2.791,5.835,Aberdeen,United Kingdom,57.05N,1.48W
1802-01-01,3.206,2.472,Aberdeen,United Kingdom,57.05N,1.48W
1802-02-01,3.74,1.753,Aberdeen,United Kingdom,57.05N,1.48W
1802-03-01,5.329,2.691,Aberdeen,United Kingdom,57.05N,1.48W
1802-04-01,6.612,2.487,Aberdeen,United Kingdom,57.05N,1.48W
1802-05-01,6.876,2.593,Aberdeen,United Kingdom,57.05N,1.48W
1802-06-01,10.39,2.55,Aberdeen,United Kingdom,57.05N,1.48W
1802-07-01,10.927,1.773,Aberdeen,United Kingdom,57.05N,1.48W
1802-08-01,14.073,2.039,Aberdeen,United Kingdom,57.05N,1.48W
1802-09-01,12.199,3.671,Aberdeen,United Kingdom,57.05N,1.48W
1802-10-01,10.091,4.234,Aberdeen,United Kingdom,57.05N,1.48W
1802-11-01,7.011,2.738,Aberdeen,United Kingdom,57.05N,1.48W
1802-12-01,5.276,2.417,Aberdeen,United Kingdom,57.05N,1.48W
1803-01-01,2.595,4.489,Aberdeen,United Kingdom,57.05N,1.48W
1803-02-01,3.362,3.845,Aberdeen,United Kingdom,57.05N,1.48W
1803-03-01,4.871,3.429,Aberdeen,United Kingdom,57.05N,1.48W
1803-04-01,7.239,2.951,Aberdeen,United Kingdom,57.05N,1.48W
1803-05-01,7.338,2.039,Aberdeen,United Kingdom,57.05N,1.48W
1803-06-01,10.011,1.968,Aberdeen,United Kingdom,57.05N,1.48W
1803-07-01,14.806,2.143,Aberdeen,United Kingdom,57.05N,1.48W
1803-08-01,13.701,2.684,Aberdeen,United Kingdom,57.05N,1.48W
1803-09-01,10.278,1.531,Aberdeen,United Kingdom,57.05N,1.48W
1803-10-01,9.018,3.602,Aberdeen,United Kingdom,57.05N,1.48W
1803-11-01,5.844,2.951,Aberdeen,United Kingdom,57.05N,1.48W
1803-12-01,4.501,3.841,Aberdeen,United Kingdom,57.05N,1.48W
